"","date","province","country","lat","long","type","cases"
"670","2020-06-17","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"671","2020-06-18","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"672","2020-06-19","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"673","2020-06-20","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"674","2020-06-21","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"675","2020-06-22","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"676","2020-06-23","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"677","2020-06-24","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"678","2020-06-25","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"679","2020-06-26","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"680","2020-06-27","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"681","2020-06-28","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"682","2020-06-29","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"683","2020-06-30","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"684","2020-07-01","Northern Territory","Australia",-12.4634,130.8456,"confirmed",1
"685","2020-07-02","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"686","2020-07-03","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"687","2020-07-04","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"688","2020-07-05","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"689","2020-07-06","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"690","2020-07-07","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"691","2020-07-08","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"692","2020-07-09","Northern Territory","Australia",-12.4634,130.8456,"confirmed",1
"693","2020-07-10","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"694","2020-07-11","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"695","2020-07-12","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"696","2020-07-13","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"697","2020-07-14","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"698","2020-07-15","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"699","2020-07-16","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"700","2020-07-17","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"701","2020-07-18","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"702","2020-07-19","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"703","2020-07-20","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"704","2020-07-21","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"705","2020-07-22","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"706","2020-07-23","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"707","2020-07-24","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"708","2020-07-25","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"709","2020-07-26","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"710","2020-07-27","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"711","2020-07-28","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"712","2020-07-29","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"713","2020-07-30","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"714","2020-07-31","Northern Territory","Australia",-12.4634,130.8456,"confirmed",2
"715","2020-08-01","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"716","2020-08-02","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"717","2020-08-03","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"718","2020-08-04","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"719","2020-08-05","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"720","2020-08-06","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"721","2020-08-07","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"722","2020-08-08","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"723","2020-08-09","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"724","2020-08-10","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"725","2020-08-11","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"726","2020-08-12","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"727","2020-08-13","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"728","2020-08-14","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"729","2020-08-15","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"730","2020-08-16","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"731","2020-08-17","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"732","2020-08-18","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"733","2020-08-19","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"734","2020-08-20","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"735","2020-08-21","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"736","2020-08-22","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"737","2020-08-23","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"738","2020-08-24","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"739","2020-08-25","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"740","2020-08-26","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"741","2020-08-27","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"742","2020-08-28","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"743","2020-08-29","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"744","2020-08-30","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"745","2020-08-31","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"746","2020-09-01","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"747","2020-09-02","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"748","2020-09-03","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"749","2020-09-04","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"750","2020-09-05","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"751","2020-09-06","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"752","2020-09-07","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"753","2020-09-08","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"754","2020-09-09","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"755","2020-09-10","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"756","2020-09-11","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"757","2020-09-12","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"758","2020-09-13","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"759","2020-09-14","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"760","2020-09-15","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"761","2020-09-16","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"762","2020-09-17","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"763","2020-09-18","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"764","2020-09-19","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"765","2020-09-20","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"766","2020-09-21","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"767","2020-09-22","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"768","2020-09-23","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"769","2020-09-24","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"770","2020-09-25","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"771","2020-09-26","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"772","2020-09-27","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"773","2020-09-28","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"774","2020-09-29","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"775","2020-09-30","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"776","2020-10-01","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"777","2020-10-02","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"778","2020-10-03","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"779","2020-10-04","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"780","2020-10-05","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"781","2020-10-06","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"782","2020-10-07","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"783","2020-10-08","Northern Territory","Australia",-12.4634,130.8456,"confirmed",0
"784","2020-01-22","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"785","2020-01-23","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"786","2020-01-24","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"787","2020-01-25","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"788","2020-01-26","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"789","2020-01-27","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"790","2020-01-28","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"791","2020-01-29","Queensland","Australia",-27.4698,153.0251,"confirmed",1
"792","2020-01-30","Queensland","Australia",-27.4698,153.0251,"confirmed",2
"793","2020-01-31","Queensland","Australia",-27.4698,153.0251,"confirmed",-1
"794","2020-02-01","Queensland","Australia",-27.4698,153.0251,"confirmed",1
"795","2020-02-02","Queensland","Australia",-27.4698,153.0251,"confirmed",-1
"796","2020-02-03","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"797","2020-02-04","Queensland","Australia",-27.4698,153.0251,"confirmed",1
"798","2020-02-05","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"799","2020-02-06","Queensland","Australia",-27.4698,153.0251,"confirmed",1
"800","2020-02-07","Queensland","Australia",-27.4698,153.0251,"confirmed",1
"801","2020-02-08","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"802","2020-02-09","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"803","2020-02-10","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"804","2020-02-11","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"805","2020-02-12","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"806","2020-02-13","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"807","2020-02-14","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"808","2020-02-15","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"809","2020-02-16","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"810","2020-02-17","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"811","2020-02-18","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"812","2020-02-19","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"813","2020-02-20","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"814","2020-02-21","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"815","2020-02-22","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"816","2020-02-23","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"817","2020-02-24","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"818","2020-02-25","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"819","2020-02-26","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"820","2020-02-27","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"821","2020-02-28","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"822","2020-02-29","Queensland","Australia",-27.4698,153.0251,"confirmed",4
"823","2020-03-01","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"824","2020-03-02","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"825","2020-03-03","Queensland","Australia",-27.4698,153.0251,"confirmed",2
"826","2020-03-04","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"827","2020-03-05","Queensland","Australia",-27.4698,153.0251,"confirmed",2
"828","2020-03-06","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"829","2020-03-07","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"830","2020-03-08","Queensland","Australia",-27.4698,153.0251,"confirmed",2
"831","2020-03-09","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"832","2020-03-10","Queensland","Australia",-27.4698,153.0251,"confirmed",3
"833","2020-03-11","Queensland","Australia",-27.4698,153.0251,"confirmed",2
"834","2020-03-12","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"835","2020-03-13","Queensland","Australia",-27.4698,153.0251,"confirmed",15
"836","2020-03-14","Queensland","Australia",-27.4698,153.0251,"confirmed",11
"837","2020-03-15","Queensland","Australia",-27.4698,153.0251,"confirmed",15
"838","2020-03-16","Queensland","Australia",-27.4698,153.0251,"confirmed",7
"839","2020-03-17","Queensland","Australia",-27.4698,153.0251,"confirmed",10
"840","2020-03-18","Queensland","Australia",-27.4698,153.0251,"confirmed",16
"841","2020-03-19","Queensland","Australia",-27.4698,153.0251,"confirmed",50
"842","2020-03-20","Queensland","Australia",-27.4698,153.0251,"confirmed",40
"843","2020-03-21","Queensland","Australia",-27.4698,153.0251,"confirmed",37
"844","2020-03-22","Queensland","Australia",-27.4698,153.0251,"confirmed",38
"845","2020-03-23","Queensland","Australia",-27.4698,153.0251,"confirmed",60
"846","2020-03-24","Queensland","Australia",-27.4698,153.0251,"confirmed",78
"847","2020-03-25","Queensland","Australia",-27.4698,153.0251,"confirmed",46
"848","2020-03-26","Queensland","Australia",-27.4698,153.0251,"confirmed",50
"849","2020-03-27","Queensland","Australia",-27.4698,153.0251,"confirmed",62
"850","2020-03-28","Queensland","Australia",-27.4698,153.0251,"confirmed",70
"851","2020-03-29","Queensland","Australia",-27.4698,153.0251,"confirmed",31
"852","2020-03-30","Queensland","Australia",-27.4698,153.0251,"confirmed",33
"853","2020-03-31","Queensland","Australia",-27.4698,153.0251,"confirmed",54
"854","2020-04-01","Queensland","Australia",-27.4698,153.0251,"confirmed",38
"855","2020-04-02","Queensland","Australia",-27.4698,153.0251,"confirmed",54
"856","2020-04-03","Queensland","Australia",-27.4698,153.0251,"confirmed",38
"857","2020-04-04","Queensland","Australia",-27.4698,153.0251,"confirmed",27
"858","2020-04-05","Queensland","Australia",-27.4698,153.0251,"confirmed",7
"859","2020-04-06","Queensland","Australia",-27.4698,153.0251,"confirmed",14
"860","2020-04-07","Queensland","Australia",-27.4698,153.0251,"confirmed",13
"861","2020-04-08","Queensland","Australia",-27.4698,153.0251,"confirmed",9
"862","2020-04-09","Queensland","Australia",-27.4698,153.0251,"confirmed",10
"863","2020-04-10","Queensland","Australia",-27.4698,153.0251,"confirmed",12
"864","2020-04-11","Queensland","Australia",-27.4698,153.0251,"confirmed",9
"865","2020-04-12","Queensland","Australia",-27.4698,153.0251,"confirmed",9
"866","2020-04-13","Queensland","Australia",-27.4698,153.0251,"confirmed",4
"867","2020-04-14","Queensland","Australia",-27.4698,153.0251,"confirmed",11
"868","2020-04-15","Queensland","Australia",-27.4698,153.0251,"confirmed",1
"869","2020-04-16","Queensland","Australia",-27.4698,153.0251,"confirmed",2
"870","2020-04-17","Queensland","Australia",-27.4698,153.0251,"confirmed",6
"871","2020-04-18","Queensland","Australia",-27.4698,153.0251,"confirmed",8
"872","2020-04-19","Queensland","Australia",-27.4698,153.0251,"confirmed",4
"873","2020-04-20","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"874","2020-04-21","Queensland","Australia",-27.4698,153.0251,"confirmed",5
"875","2020-04-22","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"876","2020-04-23","Queensland","Australia",-27.4698,153.0251,"confirmed",2
"877","2020-04-24","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"878","2020-04-25","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"879","2020-04-26","Queensland","Australia",-27.4698,153.0251,"confirmed",4
"880","2020-04-27","Queensland","Australia",-27.4698,153.0251,"confirmed",3
"881","2020-04-28","Queensland","Australia",-27.4698,153.0251,"confirmed",1
"882","2020-04-29","Queensland","Australia",-27.4698,153.0251,"confirmed",-1
"883","2020-04-30","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"884","2020-05-01","Queensland","Australia",-27.4698,153.0251,"confirmed",1
"885","2020-05-02","Queensland","Australia",-27.4698,153.0251,"confirmed",1
"886","2020-05-03","Queensland","Australia",-27.4698,153.0251,"confirmed",3
"887","2020-05-04","Queensland","Australia",-27.4698,153.0251,"confirmed",5
"888","2020-05-05","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"889","2020-05-06","Queensland","Australia",-27.4698,153.0251,"confirmed",2
"890","2020-05-07","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"891","2020-05-08","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"892","2020-05-09","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"893","2020-05-10","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"894","2020-05-11","Queensland","Australia",-27.4698,153.0251,"confirmed",6
"895","2020-05-12","Queensland","Australia",-27.4698,153.0251,"confirmed",1
"896","2020-05-13","Queensland","Australia",-27.4698,153.0251,"confirmed",-1
"897","2020-05-14","Queensland","Australia",-27.4698,153.0251,"confirmed",3
"898","2020-05-15","Queensland","Australia",-27.4698,153.0251,"confirmed",1
"899","2020-05-16","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"900","2020-05-17","Queensland","Australia",-27.4698,153.0251,"confirmed",2
"901","2020-05-18","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"902","2020-05-19","Queensland","Australia",-27.4698,153.0251,"confirmed",1
"903","2020-05-20","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"904","2020-05-21","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"905","2020-05-22","Queensland","Australia",-27.4698,153.0251,"confirmed",2
"906","2020-05-23","Queensland","Australia",-27.4698,153.0251,"confirmed",1
"907","2020-05-24","Queensland","Australia",-27.4698,153.0251,"confirmed",-5
"908","2020-05-25","Queensland","Australia",-27.4698,153.0251,"confirmed",1
"909","2020-05-26","Queensland","Australia",-27.4698,153.0251,"confirmed",1
"910","2020-05-27","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"911","2020-05-28","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"912","2020-05-29","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"913","2020-05-30","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"914","2020-05-31","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"915","2020-06-01","Queensland","Australia",-27.4698,153.0251,"confirmed",1
"916","2020-06-02","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"917","2020-06-03","Queensland","Australia",-27.4698,153.0251,"confirmed",1
"918","2020-06-04","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"919","2020-06-05","Queensland","Australia",-27.4698,153.0251,"confirmed",1
"920","2020-06-06","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"921","2020-06-07","Queensland","Australia",-27.4698,153.0251,"confirmed",1
"922","2020-06-08","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"923","2020-06-09","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"924","2020-06-10","Queensland","Australia",-27.4698,153.0251,"confirmed",1
"925","2020-06-11","Queensland","Australia",-27.4698,153.0251,"confirmed",1
"926","2020-06-12","Queensland","Australia",-27.4698,153.0251,"confirmed",1
"927","2020-06-13","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"928","2020-06-14","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"929","2020-06-15","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"930","2020-06-16","Queensland","Australia",-27.4698,153.0251,"confirmed",1
"931","2020-06-17","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"932","2020-06-18","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"933","2020-06-19","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"934","2020-06-20","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"935","2020-06-21","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"936","2020-06-22","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"937","2020-06-23","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"938","2020-06-24","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"939","2020-06-25","Queensland","Australia",-27.4698,153.0251,"confirmed",1
"940","2020-06-26","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"941","2020-06-27","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"942","2020-06-28","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"943","2020-06-29","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"944","2020-06-30","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"945","2020-07-01","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"946","2020-07-02","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"947","2020-07-03","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"948","2020-07-04","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"949","2020-07-05","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"950","2020-07-06","Queensland","Australia",-27.4698,153.0251,"confirmed",1
"951","2020-07-07","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"952","2020-07-08","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"953","2020-07-09","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"954","2020-07-10","Queensland","Australia",-27.4698,153.0251,"confirmed",2
"955","2020-07-11","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"956","2020-07-12","Queensland","Australia",-27.4698,153.0251,"confirmed",1
"957","2020-07-13","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"958","2020-07-14","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"959","2020-07-15","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"960","2020-07-16","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"961","2020-07-17","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"962","2020-07-18","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"963","2020-07-19","Queensland","Australia",-27.4698,153.0251,"confirmed",1
"964","2020-07-20","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"965","2020-07-21","Queensland","Australia",-27.4698,153.0251,"confirmed",1
"966","2020-07-22","Queensland","Australia",-27.4698,153.0251,"confirmed",1
"967","2020-07-23","Queensland","Australia",-27.4698,153.0251,"confirmed",2
"968","2020-07-24","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"969","2020-07-25","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"970","2020-07-26","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"971","2020-07-27","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"972","2020-07-28","Queensland","Australia",-27.4698,153.0251,"confirmed",2
"973","2020-07-29","Queensland","Australia",-27.4698,153.0251,"confirmed",4
"974","2020-07-30","Queensland","Australia",-27.4698,153.0251,"confirmed",1
"975","2020-07-31","Queensland","Australia",-27.4698,153.0251,"confirmed",1
"976","2020-08-01","Queensland","Australia",-27.4698,153.0251,"confirmed",1
"977","2020-08-02","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"978","2020-08-03","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"979","2020-08-04","Queensland","Australia",-27.4698,153.0251,"confirmed",3
"980","2020-08-05","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"981","2020-08-06","Queensland","Australia",-27.4698,153.0251,"confirmed",-1
"982","2020-08-07","Queensland","Australia",-27.4698,153.0251,"confirmed",1
"983","2020-08-08","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"984","2020-08-09","Queensland","Australia",-27.4698,153.0251,"confirmed",1
"985","2020-08-10","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"986","2020-08-11","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"987","2020-08-12","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"988","2020-08-13","Queensland","Australia",-27.4698,153.0251,"confirmed",2
"989","2020-08-14","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"990","2020-08-15","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"991","2020-08-16","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"992","2020-08-17","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"993","2020-08-18","Queensland","Australia",-27.4698,153.0251,"confirmed",1
"994","2020-08-19","Queensland","Australia",-27.4698,153.0251,"confirmed",1
"995","2020-08-20","Queensland","Australia",-27.4698,153.0251,"confirmed",1
"996","2020-08-21","Queensland","Australia",-27.4698,153.0251,"confirmed",9
"997","2020-08-22","Queensland","Australia",-27.4698,153.0251,"confirmed",2
"998","2020-08-23","Queensland","Australia",-27.4698,153.0251,"confirmed",1
"999","2020-08-24","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"1000","2020-08-25","Queensland","Australia",-27.4698,153.0251,"confirmed",1
"1001","2020-08-26","Queensland","Australia",-27.4698,153.0251,"confirmed",3
"1002","2020-08-27","Queensland","Australia",-27.4698,153.0251,"confirmed",3
"1003","2020-08-28","Queensland","Australia",-27.4698,153.0251,"confirmed",4
"1004","2020-08-29","Queensland","Australia",-27.4698,153.0251,"confirmed",4
"1005","2020-08-30","Queensland","Australia",-27.4698,153.0251,"confirmed",1
"1006","2020-08-31","Queensland","Australia",-27.4698,153.0251,"confirmed",2
"1007","2020-09-01","Queensland","Australia",-27.4698,153.0251,"confirmed",2
"1008","2020-09-02","Queensland","Australia",-27.4698,153.0251,"confirmed",2
"1009","2020-09-03","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"1010","2020-09-04","Queensland","Australia",-27.4698,153.0251,"confirmed",1
"1011","2020-09-05","Queensland","Australia",-27.4698,153.0251,"confirmed",2
"1012","2020-09-06","Queensland","Australia",-27.4698,153.0251,"confirmed",2
"1013","2020-09-07","Queensland","Australia",-27.4698,153.0251,"confirmed",1
"1014","2020-09-08","Queensland","Australia",-27.4698,153.0251,"confirmed",9
"1015","2020-09-09","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"1016","2020-09-10","Queensland","Australia",-27.4698,153.0251,"confirmed",2
"1017","2020-09-11","Queensland","Australia",-27.4698,153.0251,"confirmed",4
"1018","2020-09-12","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"1019","2020-09-13","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"1020","2020-09-14","Queensland","Australia",-27.4698,153.0251,"confirmed",1
"1021","2020-09-15","Queensland","Australia",-27.4698,153.0251,"confirmed",-1
"1022","2020-09-16","Queensland","Australia",-27.4698,153.0251,"confirmed",1
"1023","2020-09-17","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"1024","2020-09-18","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"1025","2020-09-19","Queensland","Australia",-27.4698,153.0251,"confirmed",2
"1026","2020-09-20","Queensland","Australia",-27.4698,153.0251,"confirmed",1
"1027","2020-09-21","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"1028","2020-09-22","Queensland","Australia",-27.4698,153.0251,"confirmed",0
"1029","2020-09-23","Queensland","Australia",-27.4698,153.0251,"confirmed",0
